"SYMBOL 
","COMPANY 
","DATE 
"
PATANJALI,Patanjali Foods Limited,19-Aug-20
PATANJALI,Patanjali Foods Limited,19-Aug-20
TIPSMUSIC,Tips Music Limited,19-Aug-20
V2RETAIL,V2 Retail Limited,19-Aug-20
VEEDOL,Veedol Corporation Limited,19-Aug-20
VIJIFIN,Viji Finance Limited,19-Aug-20
ELECTHERM,Electrotherm (India) Limited,20-Aug-20
EXPLEOSOL,Expleo Solutions Limited,20-Aug-20
HITECH,Hi-Tech Pipes Limited,20-Aug-20
IMPAL,India Motor Parts and Accessories Limited,20-Aug-20
IOB,Indian Overseas Bank,20-Aug-20
IRBINVIT,IRB InvIT Fund,20-Aug-20
JKIL,J.Kumar Infraprojects Limited,20-Aug-20
LINCOLN,Lincoln Pharmaceuticals Limited,20-Aug-20
MADHUCON,Madhucon Projects Limited,20-Aug-20
MADHUCON,Madhucon Projects Limited,20-Aug-20
MCDHOLDING,McDowell Holdings Limited,20-Aug-20
METALFORGE,Metalyst Forgings Limited,20-Aug-20
MOIL,MOIL Limited,20-Aug-20
SECURCRED,SecUR Credentials Limited,20-Aug-20
SFL,Sheela Foam Limited,20-Aug-20
VALECHAENG,Valecha Engineering Limited,20-Aug-20
ASAL,Automotive Stampings and Assemblies Limited,21-Aug-20
COFFEEDAY,Coffee Day Enterprises Limited,21-Aug-20
DIGISPICE,DiGiSPICE Technologies Limited,21-Aug-20
GEECEE,GeeCee Ventures Limited,21-Aug-20
GENUSPAPER,Genus Paper & Boards Limited,21-Aug-20
GFSTEELS,Grand Foundry Limited,21-Aug-20
GLOBALVECT,Global Vectra Helicorp Limited,21-Aug-20
HALEOSLABS,HALEOS LABS LIMITED,21-Aug-20
HARRMALAYA,Harrisons  Malayalam Limited,21-Aug-20
INTENTECH,Intense Technologies Limited,21-Aug-20
JINDRILL,Jindal Drilling And Industries Limited,21-Aug-20
KOLTEPATIL,Kolte - Patil Developers Limited,21-Aug-20
MAHSEAMLES,Maharashtra Seamless Limited,21-Aug-20
OIL,Oil India Limited,21-Aug-20
PNB,Punjab National Bank,21-Aug-20
ROSSARI,Rossari Biotech Limited,21-Aug-20
SAMMAANCAP,Sammaan Capital Limited,21-Aug-20
SUPRAJIT,Suprajit Engineering Limited,21-Aug-20
UNIONBANK,Union Bank of India,21-Aug-20
ABMINTLTD,ABM International Limited,22-Aug-20
CLEDUCATE,CL Educate Limited,22-Aug-20
DHFL,Dewan Housing Finance Corporation Limited,22-Aug-20
FEL,Future Enterprises Limited,22-Aug-20
FEL,Future Enterprises Limited,22-Aug-20
FELDVR,Future Enterprises Limited,22-Aug-20
FELDVR,Future Enterprises Limited,22-Aug-20
GODFRYPHLP,Godfrey Phillips India Limited,22-Aug-20
IFGLEXPOR,IFGL Refractories Limited,22-Aug-20
MSPL,MSP Steel & Power Limited,22-Aug-20
UNOMINDA,UNO Minda Limited,22-Aug-20
ALBERTDAVD,Albert David Limited,24-Aug-20
HITECHCORP,Hitech Corporation Limited,24-Aug-20
INDRAMEDCO,Indraprastha Medical Corporation Limited,24-Aug-20
INGERRAND,Ingersoll Rand (India) Limited,24-Aug-20
IRB,IRB Infrastructure Developers Limited,24-Aug-20
LICHSGFIN,LIC Housing Finance Limited,24-Aug-20
LPDC,Landmark Property Development Company Limited,24-Aug-20
PARABDRUGS,Parabolic Drugs Limited,24-Aug-20
SUZLON,Suzlon Energy Limited,24-Aug-20
AHLWEST,Asian Hotels (West) Limited,25-Aug-20
ALPA,Alpa Laboratories Limited,25-Aug-20
ATULAUTO,Atul Auto Limited,25-Aug-20
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,25-Aug-20
CANFINHOME,Can Fin Homes Limited,25-Aug-20
EKC,Everest Kanto Cylinder Limited,25-Aug-20
FMGOETZE,Federal-Mogul Goetze (India) Limited.,25-Aug-20
GOODLUCK,Goodluck India Limited,25-Aug-20
GTL,GTL Limited,25-Aug-20
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,25-Aug-20
IRCON,Ircon International Limited,25-Aug-20
LINC,Linc Limited,25-Aug-20
PCBL,PCBL Chemical Limited,25-Aug-20
RUCHIRA,Ruchira Papers Limited,25-Aug-20
SOMATEX,Soma Textiles & Industries Limited,25-Aug-20
UMESLTD,Usha Martin Education & Solutions Limited,25-Aug-20
ZODJRDMKJ,Zodiac JRD- MKJ Limited,25-Aug-20
AGARIND,Agarwal Industrial Corporation Limited,26-Aug-20
ANSALHSG,Ansal Housing Limited,26-Aug-20
DCM,DCM  Limited,26-Aug-20
GMDCLTD,Gujarat Mineral Development Corporation Limited,26-Aug-20
IGL,Indraprastha Gas Limited,26-Aug-20
NACLIND,NACL Industries Limited,26-Aug-20
PANACHE,Panache Digilife Limited,26-Aug-20
QUINTEGRA,Quintegra Solutions Limited,26-Aug-20
SHARDAMOTR,Sharda Motor Industries Limited,26-Aug-20
STARPAPER,Star Paper Mills Limited,26-Aug-20
TIJARIA,Tijaria Polypipes Limited,26-Aug-20
ARSSINFRA,ARSS Infrastructure Projects Limited,27-Aug-20
AVANTIFEED,Avanti Feeds Limited,27-Aug-20
BLKASHYAP,B. L. Kashyap and Sons Limited,27-Aug-20
EDELWEISS,Edelweiss Financial Services Limited,27-Aug-20
GAYAPROJ,Gayatri Projects Limited,27-Aug-20
GMRAIRPORT,GMR AIRPORTS LIMITED,27-Aug-20
HCC,Hindustan Construction Company Limited,27-Aug-20
HIMATSEIDE,Himatsingka Seide Limited,27-Aug-20
ICRA,ICRA Limited,27-Aug-20
IDFC,IDFC Limited,27-Aug-20
JIKIND,JIK Industries Limited,27-Aug-20
METALFORGE,Metalyst Forgings Limited,27-Aug-20
MUKTAARTS,Mukta Arts Limited,27-Aug-20
NMDC,NMDC Limited,27-Aug-20
NOIDATOLL,Noida Toll Bridge Company Limited,27-Aug-20
SALASAR,Salasar Techno Engineering Limited,27-Aug-20
APEX,Apex Frozen Foods Limited,28-Aug-20
ARCHIDPLY,Archidply Industries Limited,28-Aug-20
ARCHIES,Archies Limited,28-Aug-20
BSL,BSL Limited,28-Aug-20
CENTUM,Centum Electronics Limited,28-Aug-20
CPCAP,CP Capital Limited,28-Aug-20
FILATEX,Filatex India Limited,28-Aug-20
GULFPETRO,GP Petroleums Limited,28-Aug-20
HEALTHX,Health X Platform Limited,28-Aug-20
IITL,Industrial Investment Trust Limited,28-Aug-20
KHADIM,Khadim India Limited,28-Aug-20
MAGNUM,Magnum Ventures Limited,28-Aug-20
MAZDA,Mazda Limited,28-Aug-20
PARACABLES,Paramount Communications Limited,28-Aug-20
POCHIRAJU,Pochiraju Industries Limited,28-Aug-20
RANASUG,Rana Sugars Limited,28-Aug-20
RICOAUTO,Rico Auto Industries Limited,28-Aug-20
SJVN,SJVN Limited,28-Aug-20
TALBROAUTO,Talbros Automotive Components Limited,28-Aug-20
THEINVEST,The Investment Trust Of India Limited,28-Aug-20
ANIKINDS,Anik Industries Limited,29-Aug-20
ANTELOPUS,Antelopus Selan Energy Limited,29-Aug-20
INDIANHUME,Indian Hume Pipe Company Limited,29-Aug-20
NKIND,NK Industries Limited,29-Aug-20
NORBTEAEXP,Norben Tea & Exports Limited,29-Aug-20
SUPERSPIN,Super Spinning Mills Limited,29-Aug-20
TECHNOE,Techno Electric & Engineering Company Limited,29-Aug-20
VIVIMEDLAB,Vivimed Labs Limited,29-Aug-20
WAAREEINDO,Indosolar Limited,29-Aug-20
WAAREEINDO,Indosolar Limited,29-Aug-20
WOCKPHARMA,Wockhardt Limited,29-Aug-20
ARVIND,Arvind Limited,31-Aug-20
BDL,Bharat Dynamics Limited,31-Aug-20
CREATIVEYE,Creative Eye Limited,31-Aug-20
DREDGECORP,Dredging Corporation of India Limited,31-Aug-20
DYNAMATECH,Dynamatic Technologies Limited,31-Aug-20
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,31-Aug-20
GOKUL,Gokul Refoils and Solvent Limited,31-Aug-20
JAICORPLTD,Jai Corp Limited,31-Aug-20
JINDALPOLY,Jindal Poly Films Limited,31-Aug-20
JKCEMENT,JK Cement Limited,31-Aug-20
LOTUSEYE,Lotus Eye Hospital and Institute Limited,31-Aug-20
MODIRUBBER,Modi Rubber Limited,31-Aug-20
MOREPENLAB,Morepen Laboratories Limited,31-Aug-20
MUKANDLTD,Mukand Limited,31-Aug-20
NHPC,NHPC Limited,31-Aug-20
PODDARMENT,Poddar Pigments Limited,31-Aug-20
PPL,Prakash Pipes Limited,31-Aug-20
PRAKASH,Prakash Industries Limited,31-Aug-20
PRICOLLTD,Pricol Limited,31-Aug-20
PROZONER,Prozone Realty Limited,31-Aug-20
RENUKA,Shree Renuka Sugars Limited,31-Aug-20
RUSHIL,Rushil Decor Limited,31-Aug-20
SADBHIN,Sadbhav Infrastructure Project Limited,31-Aug-20
SANWARIA,Sanwaria Consumer Limited,31-Aug-20
SANWARIA,Sanwaria Consumer Limited,31-Aug-20
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,31-Aug-20
SHYAMTEL,Shyam Telecom Limited,31-Aug-20
SPECIALITY,Speciality Restaurants Limited,31-Aug-20
TERASOFT,Tera Software Limited,31-Aug-20
TERASOFT,Tera Software Limited,31-Aug-20
TERASOFT,Tera Software Limited,31-Aug-20
TIIL,Technocraft Industries (India) Limited,31-Aug-20
UNIPLY,Uniply Industries Limited,31-Aug-20
VLSFINANCE,VLS Finance Limited,31-Aug-20
AUSOMENT,Ausom Enterprise Limited,01-Sep-20
FIEMIND,Fiem Industries Limited,01-Sep-20
NLCINDIA,NLC India Limited,01-Sep-20
NLCINDIA,NLC India Limited,01-Sep-20
SANGINITA,Sanginita Chemicals Limited,01-Sep-20
SHALPAINTS,Shalimar Paints Limited,01-Sep-20
ARVINDFASN,Arvind Fashions Limited,02-Sep-20
AVTNPL,AVT Natural Products Limited,02-Sep-20
BANARISUG,Bannari Amman Sugars Limited,02-Sep-20
CCAVENUE,AvenuesAI Limited,02-Sep-20
COALINDIA,Coal India Limited,02-Sep-20
DISHTV,Dish TV India Limited,02-Sep-20
DPWIRES,D P Wires Limited,02-Sep-20
DVL,Dhunseri Ventures Limited,02-Sep-20
GKWLIMITED,GKW Limited,02-Sep-20
JINDALPHOT,Jindal Photo Limited,02-Sep-20
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,02-Sep-20
JUBLFOOD,Jubilant Foodworks Limited,02-Sep-20
NAVKARCORP,Navkar Corporation Limited,02-Sep-20
SATIN,Satin Creditcare Network Limited,02-Sep-20
SPAL,S. P. Apparels Limited,02-Sep-20
STEELXIND,STEEL EXCHANGE INDIA LIMITED,02-Sep-20
SUBCAPCITY,International Constructions Limited,02-Sep-20
UNIVPHOTO,Universus Photo Imagings Limited,02-Sep-20
BKMINDST,Bkm Industries Limited,03-Sep-20
CNL,Creative Newtech Limited,03-Sep-20
CONSOFINVT,Consolidated Finvest & Holdings Limited,03-Sep-20
EMMBI,Emmbi Industries Limited,03-Sep-20
ESSARSHPNG,Essar Shipping Limited,03-Sep-20
INDBANK,Indbank Merchant Banking Services Limited,03-Sep-20
INVENTURE,Inventure Growth & Securities Limited,03-Sep-20
INVENTURE,Inventure Growth & Securities Limited,03-Sep-20
JUBLINDS,Jubilant Industries Limited,03-Sep-20
MSTCLTD,Mstc Limited,03-Sep-20
NRAIL,N R Agarwal Industries Limited,03-Sep-20
PAGEIND,Page Industries Limited,03-Sep-20
PANACEABIO,Panacea Biotec Limited,03-Sep-20
UNIVAFOODS,Univa Foods Limited,03-Sep-20
ZUARI,Zuari Agro Chemicals Limited,03-Sep-20
FRETAIL,Future Retail Limited,04-Sep-20
GBGLOBAL,GB Global Limited,04-Sep-20
JUBLPHARMA,Jubilant Pharmova Limited,04-Sep-20
KCP,KCP Limited,04-Sep-20
ORIENTALTL,Oriental Trimex Limited,04-Sep-20
SIMBHALS,Simbhaoli Sugars Limited,04-Sep-20
ZENITHEXPO,Zenith Exports Limited,04-Sep-20
CREST,Crest Ventures Limited,05-Sep-20
HEADSUP,Heads UP Ventures Limited,05-Sep-20
HEADSUP,Heads UP Ventures Limited,05-Sep-20
NDL,Nandan Denim Limited,05-Sep-20
SDBL,Som Distilleries & Breweries Limited,05-Sep-20
SHALBY,Shalby Limited,05-Sep-20
AURIONPRO,Aurionpro Solutions Limited,07-Sep-20
BLUEBLENDS,Blue Blends (I) Limited,07-Sep-20
BLUEBLENDS,Blue Blends (I) Limited,07-Sep-20
CGPOWER,CG Power and Industrial Solutions Limited,07-Sep-20
FLFL,Future Lifestyle Fashions Limited,07-Sep-20
FMNL,Future Market Networks Limited,07-Sep-20
HINDOILEXP,Hindustan Oil Exploration Company Limited,07-Sep-20
ISMTLTD,ISMT Limited,07-Sep-20
MBECL,Mcnally Bharat Engineering Company Limited,07-Sep-20
NAUKRI,Info Edge (India) Limited,07-Sep-20
ORCHIDPHAR,Orchid Pharma Limited,07-Sep-20
ZUARIIND,ZUARI INDUSTRIES LIMITED,07-Sep-20
ATCOM,Atcom Technologies Limited,08-Sep-20
BLUECOAST,Blue Coast Hotels Limited,08-Sep-20
CESC,CESC Limited,08-Sep-20
FCONSUMER,Future Consumer Limited,08-Sep-20
IVC,IL&FS Investment Managers Limited,08-Sep-20
JSL,Jindal Stainless Limited,08-Sep-20
SHARONBIO,Sharon Bio-Medicine Limited,08-Sep-20
SHARONBIO,Sharon Bio-Medicine Limited,08-Sep-20
SIMPLEX,Simplex Projects Limited,08-Sep-20
SMLMAH,SML Mahindra Limited,08-Sep-20
SPENCERS,Spencer's Retail Limited,08-Sep-20
ATNINTER,ATN International Limited,09-Sep-20
DHANI,Dhani Services Limited,09-Sep-20
EMAMIREAL,Emami Realty Limited,09-Sep-20
EVEREADY,Eveready Industries India Limited,09-Sep-20
GATECH,GACM Technologies Limited,09-Sep-20
GATECHDVR,GACM Technologies Limited,09-Sep-20
LOVABLE,Lovable Lingerie Limited,09-Sep-20
MANAKSIA,Manaksia Limited,09-Sep-20
RPSGVENT,RPSG VENTURES LIMITED,09-Sep-20
SEPC,SEPC Limited,09-Sep-20
TOUCHWOOD,Touchwood Entertainment Limited,09-Sep-20
TTL,T T Limited,09-Sep-20
21STCENMGM,21st Century Management Services Limited,10-Sep-20
BEDMUTHA,Bedmutha Industries Limited,10-Sep-20
CYBERMEDIA,Cyber Media (India) Limited,10-Sep-20
CYBERMEDIA,Cyber Media (India) Limited,10-Sep-20
DATAMATICS,Datamatics Global Services Limited,10-Sep-20
DVL,Dhunseri Ventures Limited,10-Sep-20
GFLLIMITED,GFL Limited,10-Sep-20
GOACARBON,Goa Carbon Limited,10-Sep-20
HAL,Hindustan Aeronautics Limited,10-Sep-20
HBSL,HB Stockholdings Limited,10-Sep-20
HEADSUP,Heads UP Ventures Limited,10-Sep-20
HINDCOPPER,Hindustan Copper Limited,10-Sep-20
J&KBANK,The Jammu & Kashmir Bank Limited,10-Sep-20
JAYBARMARU,Jay Bharat Maruti Limited,10-Sep-20
JBFIND,JBF Industries Limited,10-Sep-20
JPINFRATEC,Jaypee Infratech Limited,10-Sep-20
JPINFRATEC,Jaypee Infratech Limited,10-Sep-20
KELLTONTEC,Kellton Tech Solutions Limited,10-Sep-20
KUANTUM,Kuantum Papers Limited,10-Sep-20
MANAKSTEEL,Manaksia Steels Limited,10-Sep-20
MIRCELECTR,MIRC Electronics Limited,10-Sep-20
PRAXIS,Praxis Home Retail Limited,10-Sep-20
SINTEX,Sintex Industries Limited,10-Sep-20
TOKYOPLAST,Tokyo Plast International Limited,10-Sep-20
WSTCSTPAPR,West Coast Paper Mills Limited,10-Sep-20
ADANIGREEN,Adani Green Energy Limited,11-Sep-20
APOLSINHOT,Apollo Sindoori Hotels Limited,11-Sep-20
ARVSMART,Arvind SmartSpaces Limited,11-Sep-20
ASHIMASYN,Ashima Limited,11-Sep-20
BFUTILITIE,BF Utilities Limited,11-Sep-20
BGRENERGY,BGR Energy Systems Limited,11-Sep-20
BHANDARI,Bhandari Hosiery Exports Limited,11-Sep-20
BHEL,Bharat Heavy Electricals Limited,11-Sep-20
DCMFINSERV,DCM Financial Services Limited,11-Sep-20
EROSMEDIA,Eros International Media Limited,11-Sep-20
FLEXITUFF,Flexituff Ventures International Limited,11-Sep-20
FSC,Future Supply Chain Solutions Limited,11-Sep-20
GARFIBRES,Garware Technical Fibres Limited,11-Sep-20
GOLDENTOBC,Golden Tobacco Limited,11-Sep-20
HGM,HandsOn Global Management (HGM) Limited,11-Sep-20
IITL,Industrial Investment Trust Limited,11-Sep-20
IRCTC,Indian Railway Catering And Tourism Corporation Limited,11-Sep-20
ITDC,India Tourism Development Corporation Limited,11-Sep-20
JSLHISAR,Jindal Stainless (Hisar) Limited,11-Sep-20
KEEPLEARN,DSJ Keep Learning Limited,11-Sep-20
LFIC,Lakshmi Finance & Industrial Corporation Limited,11-Sep-20
MIDHANI,Mishra Dhatu Nigam Limited,11-Sep-20
MOHITIND,Mohit Industries Limited,11-Sep-20
ORICONENT,Oricon Enterprises Limited,11-Sep-20
ORISSAMINE,The Orissa Minerals Development Company Limited,11-Sep-20
OSWALAGRO,Oswal Agro Mills Limited,11-Sep-20
OSWALGREEN,Oswal Greentech Limited,11-Sep-20
PARSVNATH,Parsvnath Developers Limited,11-Sep-20
PRADIP,Pradip Overseas Limited,11-Sep-20
PRAKASHSTL,Prakash Steelage Limited,11-Sep-20
PREMEXPLN,Premier Explosives Limited,11-Sep-20
RVNL,Rail Vikas Nigam Limited,11-Sep-20
SATHAISPAT,Sathavahana Ispat Limited,11-Sep-20
SPTL,Sintex Plastics Technology Limited,11-Sep-20
TIL,TIL Limited,11-Sep-20
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,11-Sep-20
TREEHOUSE,Tree House Education & Accessories Limited,11-Sep-20
VISESHINFO,Visesh Infotecnics Limited,11-Sep-20
VISHWARAJ,Vishwaraj Sugar Industries Limited,11-Sep-20
WANBURY,Wanbury Limited,11-Sep-20
ARENTERP,Rajdarshan Industries Limited,12-Sep-20
ASALCBR,Associated Alcohols & Breweries Ltd.,12-Sep-20
AUTOIND,Autoline Industries Limited,12-Sep-20
AYMSYNTEX,AYM Syntex Limited,12-Sep-20
BFINVEST,BF Investment Limited,12-Sep-20
CELEBRITY,Celebrity Fashions Limited,12-Sep-20
CENTEXT,Century Extrusions Limited,12-Sep-20
DHARSUGAR,Dharani Sugars & Chemicals Limited,12-Sep-20
EUROTEXIND,Eurotex Industries and Exports Limited,12-Sep-20
IBULLSLTD,Indiabulls Limited,12-Sep-20
INDTERRAIN,Indian Terrain Fashions Limited,12-Sep-20
JBMA,JBM Auto Limited,12-Sep-20
KHANDSE,Khandwala Securities Limited,12-Sep-20
NILKAMAL,Nilkamal Limited,12-Sep-20
ORIENTLTD,Orient Press Limited,12-Sep-20
POKARNA,Pokarna Limited,12-Sep-20
RKDL,Ravi Kumar Distilleries Limited,12-Sep-20
S&SPOWER,S&S Power Switchgears Limited,12-Sep-20
S&SPOWER,S&S Power Switchgears Limited,12-Sep-20
SAGARDEEP,Sagardeep Alloys Limited,12-Sep-20
SETCO,Setco Automotive Limited,12-Sep-20
SIYSIL,Siyaram Silk Mills Limited,12-Sep-20
SORILINFRA,SORIL Infra Resources Limited,12-Sep-20
SUPERHOUSE,Superhouse Limited,12-Sep-20
TARMAT,Tarmat Limited,12-Sep-20
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,12-Sep-20
ASIANHOTNR,Asian Hotels (North) Limited,13-Sep-20
BHARATWIRE,Bharat Wire Ropes Limited,13-Sep-20
ACLGATI,Allcargo Gati Limited,14-Sep-20
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,14-Sep-20
AKASH,Akash Infra Projects Limited,14-Sep-20
ALCHEM,Alchemist Limited,14-Sep-20
ALMONDZ,Almondz Global Securities Limited,14-Sep-20
AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,14-Sep-20
AMDIND,AMD Industries Limited,14-Sep-20
ANANTRAJ,Anant Raj Limited,14-Sep-20
ANSALAPI,Ansal Properties & Infrastructure Limited,14-Sep-20
APOLLOHOSP,Apollo Hospitals Enterprise Limited,14-Sep-20
ARCOTECH,Arcotech Limited,14-Sep-20
ASTRAMICRO,Astra Microwave Products Limited,14-Sep-20
ATLANTAA,ATLANTAA LIMITED,14-Sep-20
AXISCADES,AXISCADES Technologies Limited,14-Sep-20
BAGFILMS,B.A.G Films and Media Limited,14-Sep-20
BALAJITELE,Balaji Telefilms Limited,14-Sep-20
BARTRONICS,Bartronics India Limited,14-Sep-20
BLUECHIP,Blue Chip India Limited,14-Sep-20
BRNL,Bharat Road Network Limited,14-Sep-20
BRNL,Bharat Road Network Limited,14-Sep-20
BVCL,Barak Valley Cements Limited,14-Sep-20
CAPTRUST,Capital Trust Limited,14-Sep-20
CCCL,Consolidated Construction Consortium Limited,14-Sep-20
CENTRUM,Centrum Capital Limited,14-Sep-20
CEREBRAINT,Cerebra Integrated Technologies Limited,14-Sep-20
CNOVAPETRO,CIL Nova Petrochemicals Limited,14-Sep-20
CORALFINAC,Coral India Finance & Housing Limited,14-Sep-20
CUBEXTUB,Cubex Tubings Limited,14-Sep-20
CURATECH,Cura Technologies Limited,14-Sep-20
DELPHIFX,DELPHI WORLD MONEY LIMITED,14-Sep-20
DHUNINV,Dhunseri Investments Limited,14-Sep-20
DIGJAMLTD,Digjam Limited,14-Sep-20
DNAMEDIA,Diligent Media Corporation Limited,14-Sep-20
FRETAIL,Future Retail Limited,14-Sep-20
GLOBOFFS,Global Offshore Services Limited,14-Sep-20
GOLDTECH,AION-TECH SOLUTIONS LIMITED,14-Sep-20
HILTON,Hilton Metal Forging Limited,14-Sep-20
HMT,HMT Limited,14-Sep-20
HPL,HPL Electric & Power Limited,14-Sep-20
HUDCO,Housing & Urban Development Corporation Limited,14-Sep-20
IFCI,IFCI Limited,14-Sep-20
IVRCLINFRA,IVRCL Limited,14-Sep-20
JAYNECOIND,Jayaswal Neco Industries Limited,14-Sep-20
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,14-Sep-20
JINDWORLD,Jindal Worldwide Limited,14-Sep-20
JMTAUTOLTD,JMT Auto Limited,14-Sep-20
KAMATHOTEL,Kamat Hotels (I) Limited,14-Sep-20
KITEX,Kitex Garments Limited,14-Sep-20
KWALITY,kwality limited,14-Sep-20
LCCINFOTEC,LCC Infotech Limited,14-Sep-20
MADHUCON,Madhucon Projects Limited,14-Sep-20
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,14-Sep-20
MANGTIMBER,Mangalam Timber Products Limited,14-Sep-20
MBLINFRA,MBL Infrastructure Limited,14-Sep-20
MCLEODRUSS,Mcleod Russel India Limited,14-Sep-20
MIRZAINT,Mirza International Limited,14-Sep-20
MMTC,MMTC Limited,14-Sep-20
NBCC,NBCC (India) Limited,14-Sep-20
NECCLTD,North Eastern Carrying Corporation Limited,14-Sep-20
NEUEON,Neueon Corporation Limited,14-Sep-20
NIPPOBATRY,Indo-National Limited,14-Sep-20
NSIL,Nalwa Sons Investments Limited,14-Sep-20
OMAXAUTO,Omax Autos Limited,14-Sep-20
OMINFRAL,OM INFRA LIMITED,14-Sep-20
OPTIEMUS,Optiemus Infracom Limited,14-Sep-20
OPTOCIRCUI,Opto Circuits (India) Limited,14-Sep-20
PCJEWELLER,PC Jeweller Limited,14-Sep-20
PDSL,PDS Limited,14-Sep-20
PGIL,Pearl Global Industries Limited,14-Sep-20
PRAENG,Prajay Engineers Syndicate Limited,14-Sep-20
PSL,PSL Limited,14-Sep-20
PVP,PVP Ventures Limited,14-Sep-20
PVRINOX,PVR INOX Limited,14-Sep-20
RAYMOND,Raymond Limited,14-Sep-20
REFEX,Refex Industries Limited,14-Sep-20
REGENCERAM,Regency Ceramics Limited,14-Sep-20
RELIGARE,Religare Enterprises Limited,14-Sep-20
REPRO,Repro India Limited,14-Sep-20
ROHLTD,Royal Orchid Hotels Limited,14-Sep-20
SAIL,Steel Authority of India Limited,14-Sep-20
SAKUMA,Sakuma Exports Limited,14-Sep-20
SHIRPUR-G,Shirpur Gold Refinery Limited,14-Sep-20
SIGIND,Signet Industries Limited,14-Sep-20
SKIL,SKIL Infrastructure Limited,14-Sep-20
SKIPPER,Skipper Limited,14-Sep-20
SMARTLINK,Smartlink Holdings Limited,14-Sep-20
SOLARINDS,Solar Industries India Limited,14-Sep-20
SPCENET,Spacenet Enterprises India Limited,14-Sep-20
SREEL,Sreeleathers Limited,14-Sep-20
SREINFRA,SREI Infrastructure Finance Limited,14-Sep-20
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,14-Sep-20
SUJANAUNI,Sujana Universal Industries Limited,14-Sep-20
SUMIT,Sumit Woods Limited,14-Sep-20
TAKE,Take Solutions Limited,14-Sep-20
TARAPUR,Tarapur Transformers Limited,14-Sep-20
TARIL,Transformers And Rectifiers (India) Limited,14-Sep-20
TREJHARA,TREJHARA SOLUTIONS LIMITED,14-Sep-20
UCAL,UCAL LIMITED,14-Sep-20
UCAL,UCAL LIMITED,14-Sep-20
UCAL,UCAL LIMITED,14-Sep-20
UVSL,Uttam Value Steels Limited,14-Sep-20
VETO,Veto Switchgears And Cables Limited,14-Sep-20
VIVIDHA,Visagar Polytex Limited,14-Sep-20
WINSOME,Winsome Yarns Limited,14-Sep-20
ZENITHSTL,Zenith Steel Pipes & Industries Limited,14-Sep-20
AGROPHOS,Agro Phos India Limited,15-Sep-20
ALANKIT,Alankit Limited,15-Sep-20
ALLCARGO,Allcargo Logistics Limited,15-Sep-20
ALPSINDUS,Alps Industries Limited,15-Sep-20
ANDHRACEMT,Andhra Cements Limited,15-Sep-20
ANIKINDS,Anik Industries Limited,15-Sep-20
ANKITMETAL,Ankit Metal & Power Limited,15-Sep-20
ARIHANT,Arihant Foundations & Housing Limited,15-Sep-20
ARSSINFRA,ARSS Infrastructure Projects Limited,15-Sep-20
ASIL,Amit Spinning Industries Limited,15-Sep-20
AUTOLITIND,Autolite (India) Limited,15-Sep-20
AUTORIDFIN,Autoriders Finance Limited,15-Sep-20
BANG,Bang Overseas Limited,15-Sep-20
BASML,Bannari Amman Spinning Mills Limited,15-Sep-20
BGLOBAL,Bharatiya Global Infomedia Limited,15-Sep-20
BRFL,Bombay Rayon Fashions Limited,15-Sep-20
BROOKS,Brooks Laboratories Limited,15-Sep-20
CANTABIL,Cantabil Retail India Limited,15-Sep-20
CASTEXTECH,Castex Technologies Limited,15-Sep-20
CCHHL,Country Club Hospitality & Holidays Limited,15-Sep-20
CEMPRO,Cemindia Projects Limited,15-Sep-20
CHROMATIC,Chromatic India Limited,15-Sep-20
CINELINE,Cineline India Limited,15-Sep-20
